model,dataset,definition,outcome,scope,n_seeds,n_problems,numerator_count,denominator_count,estimate,binomial_wilson95_lower,binomial_wilson95_upper,cluster_ci95_lower,cluster_ci95_upper,contrast
qwen,all,plurality_wrong,incremental_plurality_helpful,leave_out:271828,2,800,0.0,42.0,0.0,0.0,0.08379879086570388,0.0,0.0,
qwen,all,plurality_wrong,incremental_plurality_harmful,all_seeds,3,800,0.0,63.0,0.0,3.469446951953614e-18,0.05747119958885169,0.0,0.0,
qwen,all,plurality_wrong,incremental_plurality_harmful,leave_out:42,2,800,0.0,42.0,0.0,0.0,0.08379879086570388,0.0,0.0,
qwen,all,plurality_wrong,incremental_plurality_harmful,leave_out:314159,2,800,0.0,42.0,0.0,0.0,0.08379879086570388,0.0,0.0,
qwen,all,plurality_wrong,incremental_plurality_harmful,leave_out:271828,2,800,0.0,42.0,0.0,0.0,0.08379879086570388,0.0,0.0,
qwen,all,plurality_wrong,incremental_net,all_seeds,3,800,0.0,63.0,0.0,,,0.0,0.0,
qwen,all,plurality_wrong,incremental_net,leave_out:42,2,800,0.0,42.0,0.0,,,0.0,0.0,
qwen,all,plurality_wrong,incremental_net,leave_out:314159,2,800,0.0,42.0,0.0,,,0.0,0.0,
qwen,all,plurality_wrong,incremental_net,leave_out:271828,2,800,0.0,42.0,0.0,,,0.0,0.0,
qwen,all,first_chain_wrong,samecap_repair_plurality,all_seeds,3,800,30.0,139.0,0.2158273381294964,0.1555729353641631,0.29136634506444803,0.1381167841493618,0.3076923076923077,
qwen,all,first_chain_wrong,samecap_repair_plurality,leave_out:42,2,800,14.0,90.0,0.15555555555555556,0.09498275594910816,0.2443284527729836,0.08333333333333333,0.24285714285714285,
qwen,all,first_chain_wrong,samecap_repair_plurality,leave_out:314159,2,800,22.0,96.0,0.22916666666666666,0.15648917145600272,0.3226851053002383,0.136986301369863,0.33663366336633666,
qwen,all,first_chain_wrong,samecap_repair_plurality,leave_out:271828,2,800,24.0,92.0,0.2608695652173913,0.18202221087474607,0.35888627965316006,0.16666666666666666,0.37,
qwen,all,first_chain_wrong,long_repair_plurality,all_seeds,3,800,31.0,139.0,0.22302158273381295,0.16180009480995905,0.29914072282299103,0.14465408805031446,0.3157894736842105,
qwen,all,first_chain_wrong,long_repair_plurality,leave_out:42,2,800,14.0,90.0,0.15555555555555556,0.09498275594910816,0.2443284527729836,0.08333333333333333,0.24285714285714285,
qwen,all,first_chain_wrong,long_repair_plurality,leave_out:314159,2,800,23.0,96.0,0.23958333333333334,0.16528221215855413,0.3339238231839853,0.14736842105263157,0.3466666666666667,
qwen,all,first_chain_wrong,long_repair_plurality,leave_out:271828,2,800,25.0,92.0,0.2717391304347826,0.19135775649245335,0.3704185299205479,0.17647058823529413,0.38182328907048,
qwen,all,first_chain_wrong,samecap_repair_any,all_seeds,3,800,48.0,139.0,0.34532374100719426,0.2713990184612785,0.4275679316454339,0.2481188436206796,0.4576271186440678,
qwen,all,first_chain_wrong,samecap_repair_any,leave_out:42,2,800,27.0,90.0,0.3,0.21510914497726974,0.40126510524846093,0.2,0.412374355670103,
qwen,all,first_chain_wrong,samecap_repair_any,leave_out:314159,2,800,35.0,96.0,0.3645833333333333,0.27523940085174403,0.4643477375263765,0.25,0.4891362164662349,
qwen,all,first_chain_wrong,samecap_repair_any,leave_out:271828,2,800,34.0,92.0,0.3695652173913043,0.27801634012339677,0.4715701092554611,0.25925925925925924,0.4883786997885834,
qwen,all,first_chain_wrong,long_repair_any,all_seeds,3,800,54.0,139.0,0.38848920863309355,0.3115013560083117,0.47147481732443447,0.2847682119205298,0.505080492424242,
qwen,all,first_chain_wrong,long_repair_any,leave_out:42,2,800,30.0,90.0,0.3333333333333333,0.24453505279444637,0.4357768223936625,0.22448979591836735,0.45454545454545453,
qwen,all,first_chain_wrong,long_repair_any,leave_out:314159,2,800,41.0,96.0,0.4270833333333333,0.33282083114008043,0.5269568587558306,0.3068181818181818,0.5542168674698795,
qwen,all,first_chain_wrong,long_repair_any,leave_out:271828,2,800,37.0,92.0,0.40217391304347827,0.307849587926185,0.5043402491079585,0.2891566265060241,0.525,
qwen,all,first_chain_wrong,incremental_plurality_helpful,all_seeds,3,800,1.0,139.0,0.007194244604316547,0.001271091705159308,0.03962360979762206,0.0,0.024096385542168676,
qwen,all,first_chain_wrong,incremental_plurality_helpful,leave_out:42,2,800,0.0,90.0,0.0,3.469446951953614e-18,0.04093562556432677,0.0,0.0,
qwen,all,first_chain_wrong,incremental_plurality_helpful,leave_out:314159,2,800,1.0,96.0,0.010416666666666666,0.0018411702168162555,0.05666617622715784,0.0,0.03488372093023256,
qwen,all,first_chain_wrong,incremental_plurality_helpful,leave_out:271828,2,800,1.0,92.0,0.010869565217391304,0.001921329040091714,0.059027856130625174,0.0,0.03614457831325301,
qwen,all,first_chain_wrong,incremental_plurality_harmful,all_seeds,3,800,0.0,139.0,0.0,0.0,0.026893164298442414,0.0,0.0,
qwen,all,first_chain_wrong,incremental_plurality_harmful,leave_out:42,2,800,0.0,90.0,0.0,3.469446951953614e-18,0.04093562556432677,0.0,0.0,
qwen,all,first_chain_wrong,incremental_plurality_harmful,leave_out:314159,2,800,0.0,96.0,0.0,0.0,0.038475587857675665,0.0,0.0,
qwen,all,first_chain_wrong,incremental_plurality_harmful,leave_out:271828,2,800,0.0,92.0,0.0,0.0,0.04008138928562171,0.0,0.0,
qwen,all,first_chain_wrong,incremental_net,all_seeds,3,800,1.0,139.0,0.007194244604316547,,,0.0,0.024096385542168676,
qwen,all,first_chain_wrong,incremental_net,leave_out:42,2,800,0.0,90.0,0.0,,,0.0,0.0,
qwen,all,first_chain_wrong,incremental_net,leave_out:314159,2,800,1.0,96.0,0.010416666666666666,,,0.0,0.03488372093023256,
qwen,all,first_chain_wrong,incremental_net,leave_out:271828,2,800,1.0,92.0,0.010869565217391304,,,0.0,0.03614457831325301,
qwen,gsm8k,strict_all_wrong,samecap_repair_plurality,all_seeds,3,400,0.0,14.0,0.0,0.0,0.21531080273763575,0.0,0.0,
qwen,gsm8k,strict_all_wrong,samecap_repair_plurality,leave_out:42,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
qwen,gsm8k,strict_all_wrong,samecap_repair_plurality,leave_out:314159,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
qwen,gsm8k,strict_all_wrong,samecap_repair_plurality,leave_out:271828,2,400,0.0,10.0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,
qwen,gsm8k,strict_all_wrong,long_repair_plurality,all_seeds,3,400,0.0,14.0,0.0,0.0,0.21531080273763575,0.0,0.0,
qwen,gsm8k,strict_all_wrong,long_repair_plurality,leave_out:42,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
qwen,gsm8k,strict_all_wrong,long_repair_plurality,leave_out:314159,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
qwen,gsm8k,strict_all_wrong,long_repair_plurality,leave_out:271828,2,400,0.0,10.0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,
qwen,gsm8k,strict_all_wrong,samecap_repair_any,all_seeds,3,400,1.0,14.0,0.07142857142857142,0.012722215247890939,0.31468704424151117,0.0,0.2727272727272727,
qwen,gsm8k,strict_all_wrong,samecap_repair_any,leave_out:42,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
qwen,gsm8k,strict_all_wrong,samecap_repair_any,leave_out:314159,2,400,1.0,9.0,0.1111111111111111,0.019890887638544935,0.4349997055766559,0.0,0.5,
qwen,gsm8k,strict_all_wrong,samecap_repair_any,leave_out:271828,2,400,1.0,10.0,0.1,0.017876213095072896,0.40415002679523837,0.0,0.3333333333333333,
qwen,gsm8k,strict_all_wrong,long_repair_any,all_seeds,3,400,1.0,14.0,0.07142857142857142,0.012722215247890939,0.31468704424151117,0.0,0.2727272727272727,
qwen,gsm8k,strict_all_wrong,long_repair_any,leave_out:42,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
qwen,gsm8k,strict_all_wrong,long_repair_any,leave_out:314159,2,400,1.0,9.0,0.1111111111111111,0.019890887638544935,0.4349997055766559,0.0,0.5,
qwen,gsm8k,strict_all_wrong,long_repair_any,leave_out:271828,2,400,1.0,10.0,0.1,0.017876213095072896,0.40415002679523837,0.0,0.3333333333333333,
qwen,gsm8k,strict_all_wrong,incremental_plurality_helpful,all_seeds,3,400,0.0,14.0,0.0,0.0,0.21531080273763575,0.0,0.0,
qwen,gsm8k,strict_all_wrong,incremental_plurality_helpful,leave_out:42,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
qwen,gsm8k,strict_all_wrong,incremental_plurality_helpful,leave_out:314159,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
qwen,gsm8k,strict_all_wrong,incremental_plurality_helpful,leave_out:271828,2,400,0.0,10.0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,
qwen,gsm8k,strict_all_wrong,incremental_plurality_harmful,all_seeds,3,400,0.0,14.0,0.0,0.0,0.21531080273763575,0.0,0.0,
qwen,gsm8k,strict_all_wrong,incremental_plurality_harmful,leave_out:42,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
qwen,gsm8k,strict_all_wrong,incremental_plurality_harmful,leave_out:314159,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
qwen,gsm8k,strict_all_wrong,incremental_plurality_harmful,leave_out:271828,2,400,0.0,10.0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,
qwen,gsm8k,strict_all_wrong,incremental_net,all_seeds,3,400,0.0,14.0,0.0,,,0.0,0.0,
qwen,gsm8k,strict_all_wrong,incremental_net,leave_out:42,2,400,0.0,9.0,0.0,,,0.0,0.0,
qwen,gsm8k,strict_all_wrong,incremental_net,leave_out:314159,2,400,0.0,9.0,0.0,,,0.0,0.0,
qwen,gsm8k,strict_all_wrong,incremental_net,leave_out:271828,2,400,0.0,10.0,0.0,,,0.0,0.0,
qwen,gsm8k,plurality_wrong,samecap_repair_plurality,all_seeds,3,400,2.0,19.0,0.10526315789473684,0.029358560298870184,0.31394082711108995,0.0,0.3333333333333333,
qwen,gsm8k,plurality_wrong,samecap_repair_plurality,leave_out:42,2,400,2.0,13.0,0.15384615384615385,0.04325817835808124,0.42234631019482527,0.0,0.4444444444444444,
qwen,gsm8k,plurality_wrong,samecap_repair_plurality,leave_out:314159,2,400,0.0,12.0,0.0,0.0,0.2424940066552408,0.0,0.0,
qwen,gsm8k,plurality_wrong,samecap_repair_plurality,leave_out:271828,2,400,2.0,13.0,0.15384615384615385,0.04325817835808124,0.42234631019482527,0.0,0.46153846153846156,
qwen,gsm8k,plurality_wrong,long_repair_plurality,all_seeds,3,400,2.0,19.0,0.10526315789473684,0.029358560298870184,0.31394082711108995,0.0,0.3333333333333333,
qwen,gsm8k,plurality_wrong,long_repair_plurality,leave_out:42,2,400,2.0,13.0,0.15384615384615385,0.04325817835808124,0.42234631019482527,0.0,0.4444444444444444,
qwen,gsm8k,plurality_wrong,long_repair_plurality,leave_out:314159,2,400,0.0,12.0,0.0,0.0,0.2424940066552408,0.0,0.0,
qwen,gsm8k,plurality_wrong,long_repair_plurality,leave_out:271828,2,400,2.0,13.0,0.15384615384615385,0.04325817835808124,0.42234631019482527,0.0,0.46153846153846156,
qwen,gsm8k,plurality_wrong,samecap_repair_any,all_seeds,3,400,1.0,19.0,0.05263157894736842,0.009351994062300376,0.2463873116689878,0.0,0.16666666666666666,
qwen,gsm8k,plurality_wrong,samecap_repair_any,leave_out:42,2,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0,
qwen,gsm8k,plurality_wrong,samecap_repair_any,leave_out:314159,2,400,1.0,12.0,0.08333333333333333,0.014865094404917123,0.3538799111411169,0.0,0.26666666666666666,
qwen,gsm8k,plurality_wrong,samecap_repair_any,leave_out:271828,2,400,1.0,13.0,0.07692307692307693,0.013710421242556586,0.3331395092109958,0.0,0.25,
qwen,gsm8k,plurality_wrong,long_repair_any,all_seeds,3,400,1.0,19.0,0.05263157894736842,0.009351994062300376,0.2463873116689878,0.0,0.16666666666666666,
qwen,gsm8k,plurality_wrong,long_repair_any,leave_out:42,2,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0,
qwen,gsm8k,plurality_wrong,long_repair_any,leave_out:314159,2,400,1.0,12.0,0.08333333333333333,0.014865094404917123,0.3538799111411169,0.0,0.26666666666666666,
qwen,gsm8k,plurality_wrong,long_repair_any,leave_out:271828,2,400,1.0,13.0,0.07692307692307693,0.013710421242556586,0.3331395092109958,0.0,0.25,
qwen,gsm8k,plurality_wrong,incremental_plurality_helpful,all_seeds,3,400,0.0,19.0,0.0,0.0,0.16817922405261618,0.0,0.0,
qwen,gsm8k,plurality_wrong,incremental_plurality_helpful,leave_out:42,2,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0,
qwen,gsm8k,plurality_wrong,incremental_plurality_helpful,leave_out:314159,2,400,0.0,12.0,0.0,0.0,0.2424940066552408,0.0,0.0,
qwen,gsm8k,plurality_wrong,incremental_plurality_helpful,leave_out:271828,2,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0,
qwen,gsm8k,plurality_wrong,incremental_plurality_harmful,all_seeds,3,400,0.0,19.0,0.0,0.0,0.16817922405261618,0.0,0.0,
qwen,gsm8k,plurality_wrong,incremental_plurality_harmful,leave_out:42,2,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0,
qwen,gsm8k,plurality_wrong,incremental_plurality_harmful,leave_out:314159,2,400,0.0,12.0,0.0,0.0,0.2424940066552408,0.0,0.0,
qwen,gsm8k,plurality_wrong,incremental_plurality_harmful,leave_out:271828,2,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0,
qwen,gsm8k,plurality_wrong,incremental_net,all_seeds,3,400,0.0,19.0,0.0,,,0.0,0.0,
qwen,gsm8k,plurality_wrong,incremental_net,leave_out:42,2,400,0.0,13.0,0.0,,,0.0,0.0,
qwen,gsm8k,plurality_wrong,incremental_net,leave_out:314159,2,400,0.0,12.0,0.0,,,0.0,0.0,
qwen,gsm8k,plurality_wrong,incremental_net,leave_out:271828,2,400,0.0,13.0,0.0,,,0.0,0.0,
qwen,gsm8k,first_chain_wrong,samecap_repair_plurality,all_seeds,3,400,13.0,37.0,0.35135135135135137,0.21825607133927127,0.5124097687744916,0.17306034482758623,0.6071428571428571,
qwen,gsm8k,first_chain_wrong,samecap_repair_plurality,leave_out:42,2,400,6.0,23.0,0.2608695652173913,0.12548616044986352,0.4647000483742537,0.08695652173913043,0.5,
qwen,gsm8k,first_chain_wrong,samecap_repair_plurality,leave_out:314159,2,400,10.0,26.0,0.38461538461538464,0.224285944357128,0.5746514991488448,0.18181818181818182,0.6470588235294118,
qwen,gsm8k,first_chain_wrong,samecap_repair_plurality,leave_out:271828,2,400,10.0,25.0,0.4,0.23403302377747975,0.59260542641033,0.18518518518518517,0.6669642857142813,
qwen,gsm8k,first_chain_wrong,long_repair_plurality,all_seeds,3,400,13.0,37.0,0.35135135135135137,0.21825607133927127,0.5124097687744916,0.17306034482758623,0.6071428571428571,
qwen,gsm8k,first_chain_wrong,long_repair_plurality,leave_out:42,2,400,6.0,23.0,0.2608695652173913,0.12548616044986352,0.4647000483742537,0.08695652173913043,0.5,
qwen,gsm8k,first_chain_wrong,long_repair_plurality,leave_out:314159,2,400,10.0,26.0,0.38461538461538464,0.224285944357128,0.5746514991488448,0.18181818181818182,0.6470588235294118,
qwen,gsm8k,first_chain_wrong,long_repair_plurality,leave_out:271828,2,400,10.0,25.0,0.4,0.23403302377747975,0.59260542641033,0.18518518518518517,0.6669642857142813,
qwen,gsm8k,first_chain_wrong,samecap_repair_any,all_seeds,3,400,16.0,37.0,0.43243243243243246,0.28671719277157315,0.5908581890983191,0.25,0.68,
qwen,gsm8k,first_chain_wrong,samecap_repair_any,leave_out:42,2,400,8.0,23.0,0.34782608695652173,0.1881127593879774,0.5510966462273699,0.15789473684210525,0.6111111111111112,
qwen,gsm8k,first_chain_wrong,samecap_repair_any,leave_out:314159,2,400,12.0,26.0,0.46153846153846156,0.28755853530391223,0.6454206125314121,0.25,0.7222222222222222,
qwen,gsm8k,first_chain_wrong,samecap_repair_any,leave_out:271828,2,400,12.0,25.0,0.48,0.30031285954112974,0.6650148304964322,0.26666666666666666,0.7307692307692307,
qwen,gsm8k,first_chain_wrong,long_repair_any,all_seeds,3,400,16.0,37.0,0.43243243243243246,0.28671719277157315,0.5908581890983191,0.25,0.68,
qwen,gsm8k,first_chain_wrong,long_repair_any,leave_out:42,2,400,8.0,23.0,0.34782608695652173,0.1881127593879774,0.5510966462273699,0.15789473684210525,0.6111111111111112,
qwen,gsm8k,first_chain_wrong,long_repair_any,leave_out:314159,2,400,12.0,26.0,0.46153846153846156,0.28755853530391223,0.6454206125314121,0.25,0.7222222222222222,
qwen,gsm8k,first_chain_wrong,long_repair_any,leave_out:271828,2,400,12.0,25.0,0.48,0.30031285954112974,0.6650148304964322,0.26666666666666666,0.7307692307692307,
qwen,gsm8k,first_chain_wrong,incremental_plurality_helpful,all_seeds,3,400,0.0,37.0,0.0,0.0,0.09405782583720246,0.0,0.0,
qwen,gsm8k,first_chain_wrong,incremental_plurality_helpful,leave_out:42,2,400,0.0,23.0,0.0,0.0,0.14311661845042678,0.0,0.0,
qwen,gsm8k,first_chain_wrong,incremental_plurality_helpful,leave_out:314159,2,400,0.0,26.0,0.0,0.0,0.12872892185921525,0.0,0.0,
qwen,gsm8k,first_chain_wrong,incremental_plurality_helpful,leave_out:271828,2,400,0.0,25.0,0.0,0.0,0.13319225093904843,0.0,0.0,
qwen,gsm8k,first_chain_wrong,incremental_plurality_harmful,all_seeds,3,400,0.0,37.0,0.0,0.0,0.09405782583720246,0.0,0.0,
qwen,gsm8k,first_chain_wrong,incremental_plurality_harmful,leave_out:42,2,400,0.0,23.0,0.0,0.0,0.14311661845042678,0.0,0.0,
qwen,gsm8k,first_chain_wrong,incremental_plurality_harmful,leave_out:314159,2,400,0.0,26.0,0.0,0.0,0.12872892185921525,0.0,0.0,
qwen,gsm8k,first_chain_wrong,incremental_plurality_harmful,leave_out:271828,2,400,0.0,25.0,0.0,0.0,0.13319225093904843,0.0,0.0,
qwen,gsm8k,first_chain_wrong,incremental_net,all_seeds,3,400,0.0,37.0,0.0,,,0.0,0.0,
qwen,gsm8k,first_chain_wrong,incremental_net,leave_out:42,2,400,0.0,23.0,0.0,,,0.0,0.0,
qwen,gsm8k,first_chain_wrong,incremental_net,leave_out:314159,2,400,0.0,26.0,0.0,,,0.0,0.0,
qwen,gsm8k,first_chain_wrong,incremental_net,leave_out:271828,2,400,0.0,25.0,0.0,,,0.0,0.0,
qwen,math,strict_all_wrong,samecap_repair_plurality,all_seeds,3,400,0.0,38.0,0.0,0.0,0.09180986822558392,0.0,0.0,
qwen,math,strict_all_wrong,samecap_repair_plurality,leave_out:42,2,400,0.0,25.0,0.0,0.0,0.13319225093904843,0.0,0.0,
qwen,math,strict_all_wrong,samecap_repair_plurality,leave_out:314159,2,400,0.0,27.0,0.0,0.0,0.12455502974186704,0.0,0.0,
qwen,math,strict_all_wrong,samecap_repair_plurality,leave_out:271828,2,400,0.0,24.0,0.0,0.0,0.13797620467498012,0.0,0.0,
qwen,math,strict_all_wrong,long_repair_plurality,all_seeds,3,400,0.0,38.0,0.0,0.0,0.09180986822558392,0.0,0.0,
qwen,math,strict_all_wrong,long_repair_plurality,leave_out:42,2,400,0.0,25.0,0.0,0.0,0.13319225093904843,0.0,0.0,
qwen,math,strict_all_wrong,long_repair_plurality,leave_out:314159,2,400,0.0,27.0,0.0,0.0,0.12455502974186704,0.0,0.0,
qwen,math,strict_all_wrong,long_repair_plurality,leave_out:271828,2,400,0.0,24.0,0.0,0.0,0.13797620467498012,0.0,0.0,
qwen,math,strict_all_wrong,samecap_repair_any,all_seeds,3,400,2.0,38.0,0.05263157894736842,0.014554208147292413,0.1728546213177037,0.0,0.14814814814814814,
qwen,math,strict_all_wrong,samecap_repair_any,leave_out:42,2,400,2.0,25.0,0.08,0.02222040128484759,0.2496610895039531,0.0,0.21739130434782608,
