model,dataset,definition,outcome,scope,n_seeds,n_problems,numerator_count,denominator_count,estimate,binomial_wilson95_lower,binomial_wilson95_upper,cluster_ci95_lower,cluster_ci95_upper,contrast
r1,gsm8k,strict_all_wrong,samecap_repair_plurality,leave_out:42,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
r1,gsm8k,strict_all_wrong,samecap_repair_plurality,leave_out:314159,2,400,0.0,10.0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,
r1,gsm8k,strict_all_wrong,samecap_repair_plurality,leave_out:271828,2,400,0.0,7.0,0.0,0.0,0.3543304350666873,0.0,0.0,
r1,gsm8k,strict_all_wrong,long_repair_plurality,all_seeds,3,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0,
r1,gsm8k,strict_all_wrong,long_repair_plurality,leave_out:42,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
r1,gsm8k,strict_all_wrong,long_repair_plurality,leave_out:314159,2,400,0.0,10.0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,
r1,gsm8k,strict_all_wrong,long_repair_plurality,leave_out:271828,2,400,0.0,7.0,0.0,0.0,0.3543304350666873,0.0,0.0,
r1,gsm8k,strict_all_wrong,samecap_repair_any,all_seeds,3,400,2.0,13.0,0.15384615384615385,0.04325817835808124,0.42234631019482527,0.0,0.5714285714285714,
r1,gsm8k,strict_all_wrong,samecap_repair_any,leave_out:42,2,400,1.0,9.0,0.1111111111111111,0.019890887638544935,0.4349997055766559,0.0,0.5,
r1,gsm8k,strict_all_wrong,samecap_repair_any,leave_out:314159,2,400,2.0,10.0,0.2,0.056682151454375246,0.5098375284633582,0.0,0.6666666666666666,
r1,gsm8k,strict_all_wrong,samecap_repair_any,leave_out:271828,2,400,1.0,7.0,0.14285714285714285,0.02567962434474355,0.5131278292743188,0.0,1.0,
r1,gsm8k,strict_all_wrong,long_repair_any,all_seeds,3,400,2.0,13.0,0.15384615384615385,0.04325817835808124,0.42234631019482527,0.0,0.5714285714285714,
r1,gsm8k,strict_all_wrong,long_repair_any,leave_out:42,2,400,1.0,9.0,0.1111111111111111,0.019890887638544935,0.4349997055766559,0.0,0.5,
r1,gsm8k,strict_all_wrong,long_repair_any,leave_out:314159,2,400,2.0,10.0,0.2,0.056682151454375246,0.5098375284633582,0.0,0.6666666666666666,
r1,gsm8k,strict_all_wrong,long_repair_any,leave_out:271828,2,400,1.0,7.0,0.14285714285714285,0.02567962434474355,0.5131278292743188,0.0,1.0,
r1,gsm8k,strict_all_wrong,incremental_plurality_helpful,all_seeds,3,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0,
r1,gsm8k,strict_all_wrong,incremental_plurality_helpful,leave_out:42,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
r1,gsm8k,strict_all_wrong,incremental_plurality_helpful,leave_out:314159,2,400,0.0,10.0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,
r1,gsm8k,strict_all_wrong,incremental_plurality_helpful,leave_out:271828,2,400,0.0,7.0,0.0,0.0,0.3543304350666873,0.0,0.0,
r1,gsm8k,strict_all_wrong,incremental_plurality_harmful,all_seeds,3,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0,
r1,gsm8k,strict_all_wrong,incremental_plurality_harmful,leave_out:42,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
r1,gsm8k,strict_all_wrong,incremental_plurality_harmful,leave_out:314159,2,400,0.0,10.0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,
r1,gsm8k,strict_all_wrong,incremental_plurality_harmful,leave_out:271828,2,400,0.0,7.0,0.0,0.0,0.3543304350666873,0.0,0.0,
r1,gsm8k,strict_all_wrong,incremental_net,all_seeds,3,400,0.0,13.0,0.0,,,0.0,0.0,
r1,gsm8k,strict_all_wrong,incremental_net,leave_out:42,2,400,0.0,9.0,0.0,,,0.0,0.0,
r1,gsm8k,strict_all_wrong,incremental_net,leave_out:314159,2,400,0.0,10.0,0.0,,,0.0,0.0,
r1,gsm8k,strict_all_wrong,incremental_net,leave_out:271828,2,400,0.0,7.0,0.0,,,0.0,0.0,
r1,gsm8k,plurality_wrong,samecap_repair_plurality,all_seeds,3,400,1.0,15.0,0.06666666666666667,0.011866895493268581,0.2981652987378002,0.0,0.3,
r1,gsm8k,plurality_wrong,samecap_repair_plurality,leave_out:42,2,400,1.0,11.0,0.09090909090909091,0.016232172885884827,0.3773584364515956,0.0,0.3392857142857143,
r1,gsm8k,plurality_wrong,samecap_repair_plurality,leave_out:314159,2,400,0.0,10.0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,
r1,gsm8k,plurality_wrong,samecap_repair_plurality,leave_out:271828,2,400,1.0,9.0,0.1111111111111111,0.019890887638544935,0.4349997055766559,0.0,0.5,
r1,gsm8k,plurality_wrong,long_repair_plurality,all_seeds,3,400,1.0,15.0,0.06666666666666667,0.011866895493268581,0.2981652987378002,0.0,0.3,
r1,gsm8k,plurality_wrong,long_repair_plurality,leave_out:42,2,400,1.0,11.0,0.09090909090909091,0.016232172885884827,0.3773584364515956,0.0,0.3392857142857143,
r1,gsm8k,plurality_wrong,long_repair_plurality,leave_out:314159,2,400,0.0,10.0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,
r1,gsm8k,plurality_wrong,long_repair_plurality,leave_out:271828,2,400,1.0,9.0,0.1111111111111111,0.019890887638544935,0.4349997055766559,0.0,0.5,
r1,gsm8k,plurality_wrong,samecap_repair_any,all_seeds,3,400,2.0,15.0,0.13333333333333333,0.03736125910306537,0.37881982832322353,0.0,0.4,
r1,gsm8k,plurality_wrong,samecap_repair_any,leave_out:42,2,400,1.0,11.0,0.09090909090909091,0.016232172885884827,0.3773584364515956,0.0,0.2857142857142857,
r1,gsm8k,plurality_wrong,samecap_repair_any,leave_out:314159,2,400,2.0,10.0,0.2,0.056682151454375246,0.5098375284633582,0.0,0.6666666666666666,
r1,gsm8k,plurality_wrong,samecap_repair_any,leave_out:271828,2,400,1.0,9.0,0.1111111111111111,0.019890887638544935,0.4349997055766559,0.0,0.3333333333333333,
r1,gsm8k,plurality_wrong,long_repair_any,all_seeds,3,400,2.0,15.0,0.13333333333333333,0.03736125910306537,0.37881982832322353,0.0,0.4,
r1,gsm8k,plurality_wrong,long_repair_any,leave_out:42,2,400,1.0,11.0,0.09090909090909091,0.016232172885884827,0.3773584364515956,0.0,0.2857142857142857,
r1,gsm8k,plurality_wrong,long_repair_any,leave_out:314159,2,400,2.0,10.0,0.2,0.056682151454375246,0.5098375284633582,0.0,0.6666666666666666,
r1,gsm8k,plurality_wrong,long_repair_any,leave_out:271828,2,400,1.0,9.0,0.1111111111111111,0.019890887638544935,0.4349997055766559,0.0,0.3333333333333333,
r1,gsm8k,plurality_wrong,incremental_plurality_helpful,all_seeds,3,400,0.0,15.0,0.0,0.0,0.20388330103584854,0.0,0.0,
r1,gsm8k,plurality_wrong,incremental_plurality_helpful,leave_out:42,2,400,0.0,11.0,0.0,0.0,0.25883296696803165,0.0,0.0,
r1,gsm8k,plurality_wrong,incremental_plurality_helpful,leave_out:314159,2,400,0.0,10.0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,
r1,gsm8k,plurality_wrong,incremental_plurality_helpful,leave_out:271828,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
r1,gsm8k,plurality_wrong,incremental_plurality_harmful,all_seeds,3,400,0.0,15.0,0.0,0.0,0.20388330103584854,0.0,0.0,
r1,gsm8k,plurality_wrong,incremental_plurality_harmful,leave_out:42,2,400,0.0,11.0,0.0,0.0,0.25883296696803165,0.0,0.0,
r1,gsm8k,plurality_wrong,incremental_plurality_harmful,leave_out:314159,2,400,0.0,10.0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,
r1,gsm8k,plurality_wrong,incremental_plurality_harmful,leave_out:271828,2,400,0.0,9.0,0.0,0.0,0.299145048419544,0.0,0.0,
r1,gsm8k,plurality_wrong,incremental_net,all_seeds,3,400,0.0,15.0,0.0,,,0.0,0.0,
r1,gsm8k,plurality_wrong,incremental_net,leave_out:42,2,400,0.0,11.0,0.0,,,0.0,0.0,
r1,gsm8k,plurality_wrong,incremental_net,leave_out:314159,2,400,0.0,10.0,0.0,,,0.0,0.0,
r1,gsm8k,plurality_wrong,incremental_net,leave_out:271828,2,400,0.0,9.0,0.0,,,0.0,0.0,
r1,gsm8k,first_chain_wrong,samecap_repair_plurality,all_seeds,3,400,10.0,40.0,0.25,0.14187118639096308,0.4019396142076802,0.10714285714285714,0.4473684210526316,
r1,gsm8k,first_chain_wrong,samecap_repair_plurality,leave_out:42,2,400,6.0,26.0,0.23076923076923078,0.11033849405783294,0.42051554078943687,0.07894736842105263,0.43333333333333335,
r1,gsm8k,first_chain_wrong,samecap_repair_plurality,leave_out:314159,2,400,6.0,28.0,0.21428571428571427,0.10212460332897882,0.39538585653721864,0.06896551724137931,0.4090909090909091,
r1,gsm8k,first_chain_wrong,samecap_repair_plurality,leave_out:271828,2,400,8.0,26.0,0.3076923076923077,0.1650131559546377,0.49988258322198365,0.11538461538461539,0.5555555555555556,
r1,gsm8k,first_chain_wrong,long_repair_plurality,all_seeds,3,400,9.0,40.0,0.225,0.12316091323540745,0.37503096742310016,0.1,0.40477799227799205,
r1,gsm8k,first_chain_wrong,long_repair_plurality,leave_out:42,2,400,6.0,26.0,0.23076923076923078,0.11033849405783294,0.42051554078943687,0.07894736842105263,0.43333333333333335,
r1,gsm8k,first_chain_wrong,long_repair_plurality,leave_out:314159,2,400,5.0,28.0,0.17857142857142858,0.07878501945604274,0.3559142478934294,0.041666666666666664,0.36,
r1,gsm8k,first_chain_wrong,long_repair_plurality,leave_out:271828,2,400,7.0,26.0,0.2692307692307692,0.1370444832201838,0.46083040379176177,0.10714285714285714,0.5,
r1,gsm8k,first_chain_wrong,samecap_repair_any,all_seeds,3,400,15.0,40.0,0.375,0.24222979167233274,0.5296756086269889,0.2,0.6097560975609756,
r1,gsm8k,first_chain_wrong,samecap_repair_any,leave_out:42,2,400,10.0,26.0,0.38461538461538464,0.224285944357128,0.5746514991488448,0.1935483870967742,0.631578947368421,
r1,gsm8k,first_chain_wrong,samecap_repair_any,leave_out:314159,2,400,10.0,28.0,0.35714285714285715,0.20705829507737683,0.541696934855722,0.16214036617262426,0.5925925925925926,
r1,gsm8k,first_chain_wrong,samecap_repair_any,leave_out:271828,2,400,10.0,26.0,0.38461538461538464,0.224285944357128,0.5746514991488448,0.17857142857142858,0.6363636363636364,
r1,gsm8k,first_chain_wrong,long_repair_any,all_seeds,3,400,15.0,40.0,0.375,0.24222979167233274,0.5296756086269889,0.20588235294117646,0.6060606060606061,
r1,gsm8k,first_chain_wrong,long_repair_any,leave_out:42,2,400,11.0,26.0,0.4230769230769231,0.2554444331365657,0.6105138625340829,0.2222222222222222,0.6818181818181818,
r1,gsm8k,first_chain_wrong,long_repair_any,leave_out:314159,2,400,10.0,28.0,0.35714285714285715,0.20705829507737683,0.541696934855722,0.16129032258064516,0.6,
r1,gsm8k,first_chain_wrong,long_repair_any,leave_out:271828,2,400,9.0,26.0,0.34615384615384615,0.19412230322940524,0.5377942881118918,0.16666666666666666,0.5769230769230769,
r1,gsm8k,first_chain_wrong,incremental_plurality_helpful,all_seeds,3,400,0.0,40.0,0.0,6.938893903907228e-18,0.0876216011972866,0.0,0.0,
r1,gsm8k,first_chain_wrong,incremental_plurality_helpful,leave_out:42,2,400,0.0,26.0,0.0,0.0,0.12872892185921525,0.0,0.0,
r1,gsm8k,first_chain_wrong,incremental_plurality_helpful,leave_out:314159,2,400,0.0,28.0,0.0,0.0,0.12064330476584559,0.0,0.0,
r1,gsm8k,first_chain_wrong,incremental_plurality_helpful,leave_out:271828,2,400,0.0,26.0,0.0,0.0,0.12872892185921525,0.0,0.0,
r1,gsm8k,first_chain_wrong,incremental_plurality_harmful,all_seeds,3,400,1.0,40.0,0.025,0.004426831502681396,0.12881368963474088,0.0,0.08333333333333333,
r1,gsm8k,first_chain_wrong,incremental_plurality_harmful,leave_out:42,2,400,0.0,26.0,0.0,0.0,0.12872892185921525,0.0,0.0,
r1,gsm8k,first_chain_wrong,incremental_plurality_harmful,leave_out:314159,2,400,1.0,28.0,0.03571428571428571,0.0063325198490377516,0.17712197743353314,0.0,0.125,
r1,gsm8k,first_chain_wrong,incremental_plurality_harmful,leave_out:271828,2,400,1.0,26.0,0.038461538461538464,0.006821984993543487,0.18892778903034751,0.0,0.125,
r1,gsm8k,first_chain_wrong,incremental_net,all_seeds,3,400,-1.0,40.0,-0.025,,,-0.08333333333333333,0.0,
r1,gsm8k,first_chain_wrong,incremental_net,leave_out:42,2,400,0.0,26.0,0.0,,,0.0,0.0,
r1,gsm8k,first_chain_wrong,incremental_net,leave_out:314159,2,400,-1.0,28.0,-0.03571428571428571,,,-0.125,0.0,
r1,gsm8k,first_chain_wrong,incremental_net,leave_out:271828,2,400,-1.0,26.0,-0.038461538461538464,,,-0.125,0.0,
r1,math,strict_all_wrong,samecap_repair_plurality,all_seeds,3,400,0.0,11.0,0.0,0.0,0.25883296696803165,0.0,0.0,
r1,math,strict_all_wrong,samecap_repair_plurality,leave_out:42,2,400,0.0,7.0,0.0,0.0,0.3543304350666873,0.0,0.0,
r1,math,strict_all_wrong,samecap_repair_plurality,leave_out:314159,2,400,0.0,7.0,0.0,0.0,0.3543304350666873,0.0,0.0,
r1,math,strict_all_wrong,samecap_repair_plurality,leave_out:271828,2,400,0.0,8.0,0.0,0.0,0.3244075648838801,0.0,0.0,
r1,math,strict_all_wrong,long_repair_plurality,all_seeds,3,400,0.0,11.0,0.0,0.0,0.25883296696803165,0.0,0.0,
r1,math,strict_all_wrong,long_repair_plurality,leave_out:42,2,400,0.0,7.0,0.0,0.0,0.3543304350666873,0.0,0.0,
r1,math,strict_all_wrong,long_repair_plurality,leave_out:314159,2,400,0.0,7.0,0.0,0.0,0.3543304350666873,0.0,0.0,
r1,math,strict_all_wrong,long_repair_plurality,leave_out:271828,2,400,0.0,8.0,0.0,0.0,0.3244075648838801,0.0,0.0,
r1,math,strict_all_wrong,samecap_repair_any,all_seeds,3,400,0.0,11.0,0.0,0.0,0.25883296696803165,0.0,0.0,
r1,math,strict_all_wrong,samecap_repair_any,leave_out:42,2,400,0.0,7.0,0.0,0.0,0.3543304350666873,0.0,0.0,
r1,math,strict_all_wrong,samecap_repair_any,leave_out:314159,2,400,0.0,7.0,0.0,0.0,0.3543304350666873,0.0,0.0,
r1,math,strict_all_wrong,samecap_repair_any,leave_out:271828,2,400,0.0,8.0,0.0,0.0,0.3244075648838801,0.0,0.0,
